Género,Embarque en Línea,Servicio a Bordo,Servicio de Espacio para las Piernas,Manejo de Equipaje,Servicio de Registro,Servicio en Vuelo,cleanliness,Retraso en la Salida en Minutos,Retraso en la Llegada en Minutos
,1,4,4,3,2,4,3,14,23.0
,4,2,2,2,5,2,5,0,0.0
,2,3,2,5,3,5,5,0,0.0
,2,3,4,3,2,4,2,197,206.0
,4,5,5,5,4,5,3,31,27.0
,2,5,3,5,4,4,2,0,2.0
,5,3,5,5,1,5,5,0,0.0
,4,5,4,4,1,5,4,7,0.0
,3,3,5,4,1,3,3,5,7.0
,2,3,5,5,3,4,3,0,2.0
,2,3,4,2,3,1,1,0,0.0
,4,3,3,4,3,3,3,1,0.0
,2,4,2,2,4,5,4,58,45.0
,5,5,5,5,5,5,3,37,28.0
,5,4,4,4,3,4,5,0,0.0
,4,4,5,4,5,4,4,0,0.0
,3,2,0,2,1,2,4,0,0.0
,2,3,4,5,3,4,4,0,0.0
,4,4,4,4,5,4,5,0,20.0
,3,4,5,4,5,2,2,0,0.0
,1,3,2,4,2,4,4,64,73.0
,0,3,5,4,4,4,2,0,0.0
,5,4,5,4,4,5,3,21,12.0
,4,4,3,5,4,4,4,0,0.0
,3,3,3,3,4,3,2,0,0.0
,5,5,5,5,5,5,3,0,0.0
,5,5,5,5,3,5,3,348,300.0
,4,3,5,4,3,4,4,52,49.0
,2,4,4,5,5,5,2,0,6.0
,3,4,4,5,5,5,5,0,0.0
,3,5,3,3,5,4,2,68,93.0
,2,4,4,4,3,4,2,32,7.0
,3,4,2,4,3,3,4,56,66.0
,2,5,5,4,3,4,1,8,4.0
,5,5,5,5,3,5,5,3,0.0
,5,3,4,3,1,3,3,4,0.0
,4,5,5,5,4,5,3,0,0.0
,3,4,1,3,2,2,3,0,11.0
,4,2,2,2,1,2,4,33,16.0
,5,4,1,4,1,3,5,0,0.0
,3,5,1,4,1,1,4,0,0.0
,2,2,2,2,3,2,2,25,6.0
,3,3,3,3,3,3,4,0,3.0
,3,3,5,5,5,5,3,2,11.0
,2,3,4,5,5,5,1,10,6.0
,5,4,4,4,4,4,5,0,0.0
,3,2,4,4,3,1,3,209,191.0
,4,5,5,5,5,5,5,0,4.0
,1,2,2,2,1,2,1,0,0.0
,2,3,4,5,3,5,4,0,0.0
,5,4,4,4,4,4,5,20,21.0
,3,1,4,3,3,1,3,118,134.0
,3,5,2,5,3,5,1,0,23.0
,4,5,4,5,4,5,4,0,0.0
,3,4,3,5,5,5,4,15,17.0
,1,3,4,3,3,4,1,0,7.0
,4,4,2,2,4,1,4,0,0.0
,4,5,5,4,5,4,1,19,25.0
,4,3,2,4,3,5,4,0,0.0
,4,3,3,3,4,3,3,1,1.0
,3,1,3,4,4,4,5,12,4.0
,5,4,2,1,5,4,5,50,38.0
,1,2,4,3,2,4,3,0,0.0
,5,2,2,2,1,2,1,0,0.0
,4,5,4,5,4,5,3,0,0.0
,5,5,5,5,3,5,3,0,0.0
,3,5,2,4,4,4,3,0,0.0
,3,4,4,5,5,4,5,0,0.0
,3,3,3,3,2,3,3,33,34.0
,5,3,2,5,5,5,1,45,46.0
,4,3,3,3,3,3,3,0,0.0
,5,2,4,2,3,2,5,0,0.0
,2,5,4,5,4,5,3,0,0.0
,5,5,5,5,3,5,5,0,0.0
,5,5,4,4,4,5,4,37,31.0
,3,3,1,4,3,4,3,65,92.0
,5,5,5,5,3,5,3,0,0.0
,4,4,4,4,5,4,3,0,0.0
,4,4,1,2,4,1,3,0,0.0
,4,5,5,4,5,5,4,0,0.0
,4,5,5,4,4,5,5,0,0.0
,4,5,5,5,3,5,3,71,73.0
,2,1,4,2,3,1,2,0,0.0
,1,4,4,4,4,4,3,0,0.0
,4,4,5,4,5,4,3,0,0.0
,2,4,4,4,1,4,4,89,103.0
,4,3,2,3,3,3,4,0,0.0
,5,5,3,5,4,4,5,0,10.0
,5,4,4,3,5,5,5,0,0.0
,3,3,4,3,1,2,3,0,0.0
,5,1,5,2,4,3,5,0,0.0
,5,2,2,2,3,2,5,6,1.0
,5,4,5,5,5,4,2,1,0.0
,1,5,3,4,4,5,2,0,12.0
,5,4,4,4,5,5,2,52,39.0
,5,4,5,5,3,4,1,0,2.0
,4,3,1,4,4,4,1,0,3.0
,2,3,3,4,1,3,2,15,21.0
,5,5,5,5,4,5,5,0,0.0
,4,5,5,5,4,5,4,0,0.0
,3,3,4,2,3,3,3,0,13.0
,4,1,4,3,4,3,4,0,0.0
,2,5,2,4,3,5,2,6,0.0
,4,4,4,4,4,4,3,3,0.0
,2,5,4,4,3,4,4,11,0.0
,4,1,5,1,3,1,4,0,0.0
,0,1,5,2,2,5,5,0,3.0
,3,4,4,4,5,4,3,29,16.0
,0,3,5,4,5,5,4,0,0.0
,1,3,3,3,2,4,2,0,0.0
,2,4,5,2,4,1,4,3,0.0
,5,4,1,5,2,1,5,0,0.0
,2,4,3,4,3,4,1,0,0.0
,3,3,4,4,3,3,3,0,0.0
,1,3,2,5,2,3,1,0,0.0
,5,4,4,3,5,3,5,244,285.0
,2,2,4,3,4,4,4,0,0.0
,4,5,5,4,4,5,4,2,0.0
,3,2,3,4,4,5,3,0,0.0
,4,4,4,4,4,4,4,0,0.0
,5,5,5,5,1,5,3,0,0.0
,3,4,2,4,4,4,3,3,0.0
,4,4,3,4,4,4,1,96,109.0
,5,4,4,5,5,4,4,0,0.0
,1,4,5,3,4,4,3,0,0.0
,1,4,5,5,1,4,1,396,403.0
,2,3,5,2,5,3,4,0,0.0
,4,5,2,5,3,4,3,0,0.0
,4,5,5,5,4,5,3,10,5.0
,0,4,4,4,1,3,5,0,0.0
,2,3,5,5,4,5,1,2,0.0
,2,2,3,3,3,3,2,43,23.0
,4,4,3,4,2,4,4,18,11.0
,3,1,5,1,2,2,3,28,36.0
,1,3,4,3,3,2,1,59,45.0
,4,2,4,4,4,3,4,64,61.0
,3,3,3,3,3,3,5,0,0.0
,2,4,4,5,5,4,5,0,0.0
,4,5,4,5,4,5,5,3,3.0
,4,4,1,3,1,2,4,4,0.0
,5,3,3,3,5,3,2,0,0.0
,5,5,4,4,1,1,5,33,36.0
,4,1,5,5,4,2,3,0,0.0
,2,5,4,5,5,5,2,0,0.0
,3,5,4,5,3,5,3,0,0.0
,5,3,3,3,4,3,3,0,0.0
,5,5,5,5,5,5,3,10,2.0
,3,2,1,3,1,3,3,12,51.0
,3,4,3,4,3,4,2,0,0.0
,3,3,3,3,1,3,4,0,2.0
,1,2,2,4,1,3,3,0,0.0
,4,4,1,3,5,4,1,0,1.0
,4,5,3,5,5,5,5,12,9.0
,2,3,3,4,3,3,2,27,23.0
,3,5,4,4,2,1,1,54,37.0
,3,3,1,3,4,3,1,0,0.0
,4,5,3,3,4,2,4,230,221.0
,5,4,5,4,1,3,3,20,0.0
,3,3,3,5,5,4,3,50,31.0
,4,3,3,3,1,3,5,0,0.0
,1,1,4,4,4,4,1,0,19.0
,1,4,3,4,1,1,1,317,318.0
,0,3,2,4,2,3,1,0,0.0
,1,3,1,2,4,3,1,7,8.0
,3,2,2,3,4,3,3,21,23.0
,5,2,2,2,3,2,3,0,0.0
,4,4,4,4,3,4,3,0,0.0
,3,3,5,2,3,3,3,0,0.0
,4,1,3,4,4,3,4,0,0.0
,1,2,4,2,1,2,2,76,125.0
,4,5,3,5,2,5,4,0,0.0
,2,5,5,5,4,5,5,0,0.0
,5,4,4,4,4,4,3,0,0.0
,3,3,1,4,3,4,5,88,102.0
,1,2,1,2,4,2,4,0,0.0
,4,5,5,5,5,5,4,0,0.0
,3,3,5,4,4,4,1,4,0.0
,4,5,5,5,5,5,3,21,15.0
,1,1,1,5,5,3,3,42,28.0
,3,5,2,5,3,5,1,0,0.0
,4,5,5,5,4,5,4,0,0.0
,5,5,5,5,5,5,5,0,0.0
,4,5,4,5,3,4,2,0,0.0
,4,5,5,5,3,4,1,0,2.0
,5,5,5,5,3,5,2,0,0.0
,3,5,3,4,3,4,4,0,0.0
,2,3,0,3,4,3,2,13,6.0
,4,4,5,4,4,4,3,8,9.0
,5,3,2,3,5,3,4,0,0.0
,3,4,2,5,5,5,3,48,38.0
,2,2,4,4,3,3,1,0,15.0
,3,1,4,3,4,4,5,0,0.0
,5,1,3,1,5,1,3,3,0.0
,4,2,4,2,4,2,3,0,0.0
,4,2,1,2,1,3,4,0,0.0
,2,5,5,5,1,5,1,2,0.0
,1,3,4,5,2,4,2,0,22.0
,4,4,4,4,5,4,5,6,0.0
,2,3,3,5,4,4,5,0,0.0
,3,5,5,5,3,5,4,0,0.0
,1,3,3,1,2,4,4,0,0.0
,4,1,1,1,1,1,3,0,0.0
,4,3,3,5,4,5,2,0,0.0
,5,3,3,3,5,3,3,7,0.0
,4,4,4,4,5,4,4,0,0.0
,4,5,5,5,5,5,4,0,7.0
,4,4,2,4,4,4,4,0,0.0
,3,3,3,3,2,3,5,0,0.0
,3,3,5,4,5,5,4,0,2.0
,1,2,1,4,3,4,5,0,0.0
,1,3,3,3,3,3,1,66,57.0
,0,2,2,1,1,3,1,0,0.0
,4,3,1,4,3,3,3,0,0.0
,3,4,2,4,3,4,2,0,8.0
,2,5,2,4,3,1,1,0,0.0
,3,4,5,4,5,4,5,0,0.0
,4,5,5,5,4,5,3,0,0.0
,4,2,3,2,5,2,4,0,0.0
,4,5,5,5,5,5,4,0,0.0
,4,1,1,1,1,1,4,0,37.0
,3,4,3,4,2,3,4,2,2.0
,5,2,1,1,3,1,5,0,0.0
,3,4,2,5,5,5,3,0,2.0
,3,2,2,2,4,2,4,0,0.0
,3,5,5,4,3,4,2,0,5.0
,0,4,3,5,4,4,4,95,84.0
,3,2,3,2,2,2,4,0,0.0
,5,5,5,5,5,5,3,99,111.0
,5,5,5,3,5,5,2,0,4.0
,3,5,4,4,3,5,2,5,35.0
,4,5,5,5,5,5,4,0,0.0
,2,4,3,3,3,3,2,15,17.0
,0,4,5,5,3,5,2,35,35.0
,5,5,5,5,4,5,3,0,0.0
,4,3,2,4,5,5,5,0,0.0
,4,2,5,3,1,2,3,24,25.0
,3,2,0,2,2,2,3,33,63.0
,3,2,3,3,1,3,3,9,3.0
,3,3,4,4,5,5,1,21,0.0
,2,3,1,3,4,3,3,13,6.0
,3,4,2,5,4,4,1,2,0.0
,5,2,5,3,1,2,4,0,0.0
,4,3,4,5,4,3,4,156,139.0
,5,4,2,3,5,4,5,0,0.0
,4,2,2,2,3,2,5,30,13.0
,4,2,2,2,3,2,2,0,0.0
,2,1,1,1,2,1,3,0,12.0
,2,3,5,3,4,3,2,9,13.0
,2,4,5,5,3,5,1,0,0.0
,5,4,4,1,3,2,5,0,4.0
,2,5,3,5,5,5,1,0,0.0
,3,2,2,2,1,2,2,63,73.0
,5,5,5,5,3,5,3,54,63.0
,5,5,5,5,4,5,4,0,0.0
,4,3,4,3,4,3,4,0,0.0
,3,2,3,3,1,3,3,0,17.0
,5,4,4,4,3,5,3,0,0.0
,3,4,1,4,1,4,4,0,0.0
,4,5,5,5,3,5,4,6,4.0
,2,5,3,4,4,3,3,0,0.0
,1,4,4,3,2,2,4,0,0.0
,5,2,2,5,5,3,5,14,14.0
,4,3,2,4,1,5,4,5,35.0
,1,3,2,4,3,4,1,13,0.0
,2,4,4,4,4,4,2,4,0.0
,4,4,4,4,1,4,4,0,28.0
,2,2,3,2,4,4,1,0,0.0
,4,4,3,5,5,4,5,0,0.0
,2,3,3,5,3,5,4,9,0.0
,1,4,4,4,1,4,2,5,0.0
,4,1,2,3,1,3,4,0,10.0
,3,3,3,3,3,3,3,0,0.0
,2,3,2,4,5,4,4,0,0.0
,2,5,4,5,4,4,1,63,72.0
,2,3,5,5,3,5,4,0,0.0
,4,4,4,4,3,4,4,0,0.0
,4,4,4,4,5,4,5,0,0.0
,3,3,1,4,2,3,2,0,0.0
,4,5,3,2,5,1,4,0,0.0
,2,1,3,4,3,3,3,0,0.0
,3,4,5,2,3,4,3,12,0.0
,2,3,2,3,4,4,1,1,0.0
,5,5,5,5,5,5,4,19,8.0
,2,5,1,1,2,2,2,155,162.0
,4,2,5,3,2,3,3,0,0.0
,5,4,4,4,5,4,4,0,0.0
,2,1,3,2,4,3,3,0,0.0
,3,3,4,5,4,4,4,0,0.0
,5,4,4,4,4,4,4,0,0.0
,3,2,5,4,1,3,3,65,57.0
,3,3,3,3,4,3,2,24,24.0
,2,1,5,4,4,4,2,0,0.0
,1,1,4,1,3,2,5,0,0.0
,5,5,3,2,5,5,5,10,43.0
,4,1,2,2,3,1,3,1,0.0
,4,3,3,3,5,3,4,0,0.0
,3,3,4,3,4,4,3,39,37.0
,4,1,1,4,4,3,4,0,0.0
,4,4,4,4,5,4,3,63,57.0
,4,2,2,5,2,1,4,13,0.0
,1,3,2,4,3,4,1,0,0.0
,1,1,4,2,2,2,1,77,74.0
,5,3,2,5,5,5,1,0,0.0
,1,1,2,4,4,4,1,9,4.0
,3,3,2,4,3,4,4,65,54.0
,5,4,4,4,3,4,5,0,0.0
,4,5,3,5,3,5,3,2,8.0
,5,5,5,5,5,5,4,3,10.0
,1,3,3,5,3,5,4,0,0.0
,1,1,3,2,4,3,1,4,0.0
,2,3,1,3,3,4,2,0,0.0
,4,3,3,3,2,3,1,0,0.0
,5,4,4,4,3,4,4,0,0.0
,4,2,5,2,1,2,3,0,6.0
,0,1,3,4,4,4,1,87,94.0
,2,2,4,2,1,2,1,0,0.0
,4,4,4,4,5,4,5,0,0.0
,1,5,2,2,2,5,4,0,0.0
,4,5,5,5,3,5,5,5,12.0
,4,4,4,4,4,4,4,8,0.0
,0,3,2,4,4,5,5,5,1.0
,4,4,4,2,5,5,4,0,21.0
,3,2,2,2,1,2,4,0,0.0
,3,1,3,2,3,3,3,259,243.0
,4,4,4,4,3,4,1,69,54.0
,4,5,5,5,3,5,5,23,28.0
,5,3,5,5,5,4,5,5,27.0
,3,3,3,3,1,3,2,52,48.0
,4,4,3,5,3,4,4,0,0.0
,2,5,4,5,3,5,1,2,0.0
,1,5,4,5,4,4,3,0,0.0
,2,5,5,5,2,5,5,9,24.0
,3,3,3,4,2,3,3,0,0.0
,5,1,5,3,4,5,2,1,3.0
,3,2,5,1,2,4,5,0,0.0
,5,5,5,5,3,5,3,0,19.0
,4,4,5,4,4,4,1,1,9.0
,4,2,3,4,3,4,4,0,0.0
,3,5,4,5,5,4,4,0,3.0
,3,4,1,3,2,4,1,7,1.0
,3,5,5,4,5,4,1,0,11.0
,4,4,5,5,3,4,4,0,0.0
,5,5,5,5,4,5,3,0,1.0
,3,4,3,4,4,5,3,9,0.0
,2,5,5,5,4,5,1,0,0.0
,4,5,3,5,3,2,4,0,4.0
,3,1,5,2,1,3,3,0,0.0
,5,4,2,4,5,4,4,0,0.0
,2,2,4,3,2,4,3,33,35.0
,3,1,1,1,4,1,2,25,0.0
,3,2,4,3,4,4,4,0,10.0
,1,5,5,5,5,5,1,0,8.0
,4,5,4,4,4,4,3,0,0.0
,4,3,3,3,2,3,3,4,7.0
,3,3,3,4,3,4,4,0,0.0
,1,3,5,5,3,4,4,0,11.0
,2,4,5,5,4,5,2,0,5.0
,1,1,4,3,4,3,1,2,5.0
,4,2,3,4,2,1,4,0,0.0
,5,5,5,5,5,5,3,0,0.0
,2,3,2,5,3,4,4,0,0.0
,3,3,5,2,1,4,3,0,7.0
,1,1,4,2,4,3,4,0,26.0
,4,4,3,5,5,5,4,0,5.0
,1,4,4,5,3,5,5,0,0.0
,5,3,5,4,3,5,5,0,19.0
,5,5,3,4,5,5,4,0,4.0
,4,3,2,4,4,3,2,9,0.0
,3,5,4,5,5,5,3,35,35.0
,3,2,5,4,3,3,3,2,9.0
,5,1,4,5,3,1,4,0,0.0
,4,2,2,3,1,2,1,15,0.0
,4,4,4,4,4,4,4,0,43.0
,4,4,4,4,3,4,4,29,24.0
,4,1,3,1,5,1,5,0,4.0
,5,2,4,5,2,5,5,0,0.0
,3,2,2,2,2,2,4,0,27.0
,4,5,5,5,3,5,4,0,0.0
,5,5,5,5,4,5,3,0,0.0
,3,1,3,3,4,2,4,0,0.0
,2,5,4,4,5,5,3,37,25.0
,5,5,5,5,5,5,4,48,41.0
,1,2,5,5,1,5,1,202,188.0
,3,1,1,4,4,3,5,19,11.0
,4,2,2,2,4,2,4,0,27.0
,4,4,2,4,4,5,4,0,0.0
,3,3,3,1,4,3,1,59,120.0
,1,1,5,3,2,4,3,43,51.0
,2,4,4,4,2,4,3,31,19.0
,4,4,1,1,4,1,4,0,5.0
,5,5,2,5,5,5,2,3,0.0
,4,1,3,1,4,1,5,2,0.0
,4,5,5,5,3,5,3,3,9.0
,2,1,4,3,2,4,5,11,19.0
,2,4,4,4,3,4,5,0,0.0
,2,2,1,3,4,2,4,69,59.0
,3,5,5,5,3,4,5,0,0.0
,3,2,3,2,3,2,3,0,14.0
,3,4,5,4,4,5,4,5,10.0
,3,1,1,1,1,4,2,74,76.0
,2,1,5,3,4,3,2,18,27.0
,0,3,2,5,4,4,2,18,0.0
,4,3,5,1,3,3,1,0,1.0
,4,2,2,4,4,4,2,0,7.0
,1,5,3,3,5,5,5,0,0.0
,5,4,2,4,2,3,5,14,7.0
,4,4,5,5,5,4,2,9,12.0
,3,5,4,5,4,4,2,0,0.0
,5,2,3,2,4,4,1,7,0.0
,5,3,3,5,5,3,4,0,0.0
,2,2,4,4,2,3,2,0,11.0
,4,5,5,5,4,5,4,0,0.0
,1,2,4,4,2,5,3,0,0.0
,5,4,4,4,3,4,5,0,0.0
,5,3,3,4,3,5,5,0,0.0
,4,3,5,5,5,4,3,73,79.0
,3,5,4,3,5,4,5,0,0.0
,5,4,4,4,4,4,5,18,0.0
,2,1,4,3,5,5,4,4,0.0
,2,3,4,3,4,3,1,2,0.0
,5,2,2,2,4,2,4,14,0.0
,3,1,3,1,4,1,3,0,0.0
,5,5,5,5,5,5,4,5,0.0
,3,4,4,4,3,3,3,6,0.0
,4,1,5,5,2,3,3,0,10.0
,3,2,2,2,1,2,3,61,52.0
,4,3,3,3,5,3,3,117,97.0
,4,3,1,5,1,3,4,0,0.0
,2,5,4,5,4,4,5,4,2.0
,2,4,3,3,3,3,3,3,0.0
,4,5,1,1,3,3,1,3,0.0
,2,3,4,2,3,4,4,47,27.0
,4,3,2,4,3,5,4,17,0.0
,4,4,1,2,4,3,4,0,5.0
,4,4,4,4,4,4,4,0,0.0
,5,4,4,4,3,4,3,0,0.0
,5,2,2,2,3,2,4,47,54.0
,2,4,4,3,4,2,2,2,0.0
,2,3,2,4,4,5,4,0,0.0
,3,2,2,2,3,2,3,0,0.0
,4,3,2,3,4,3,4,0,0.0
,5,1,2,2,4,2,3,0,0.0
,3,3,3,3,3,3,2,0,0.0
,5,5,5,4,3,5,4,0,0.0
,1,4,5,5,5,5,3,0,0.0
,3,5,4,5,3,4,2,0,0.0
,5,3,4,5,4,5,5,49,45.0
,3,4,3,3,4,4,1,0,7.0
,3,4,2,5,5,5,2,0,0.0
,3,3,5,5,4,5,1,0,0.0
,4,5,5,3,5,5,4,0,0.0
,2,4,5,5,5,5,1,4,0.0
,3,5,3,4,1,2,5,27,0.0
,1,3,4,4,4,3,4,2,0.0
,2,5,5,5,3,5,4,19,18.0
,0,3,1,3,2,1,3,0,0.0
,5,4,4,4,5,4,5,1,0.0
,4,3,4,3,3,3,3,0,3.0
,3,2,1,5,1,2,1,0,0.0
,3,3,2,3,4,3,3,0,0.0
,3,5,5,4,2,5,3,0,4.0
,4,3,2,4,3,5,4,0,0.0
,5,5,4,4,5,5,5,13,8.0
,1,2,2,4,3,3,1,14,42.0
,4,5,2,3,4,4,5,5,0.0
,5,4,3,5,5,4,5,0,0.0
,4,5,3,5,3,5,4,1,0.0
,4,4,4,4,5,4,3,0,0.0
,5,2,5,1,1,4,5,4,0.0
,2,2,4,2,1,2,1,9,0.0
,1,4,2,5,3,5,1,75,46.0
,2,5,4,5,5,4,5,0,0.0
,5,1,4,2,4,3,5,46,33.0
,4,5,5,5,5,5,3,21,23.0
,1,4,4,4,3,4,2,9,1.0
,3,2,5,3,2,4,5,1,0.0
,3,3,3,2,1,3,4,32,32.0
,4,4,4,4,3,4,3,76,66.0
,2,3,4,5,3,5,5,0,0.0
,4,4,3,3,3,1,4,0,0.0
,4,4,5,5,5,4,4,0,10.0
,4,3,4,2,5,5,4,0,0.0
,2,3,3,5,3,4,1,0,0.0
,4,4,1,3,3,2,3,27,53.0
,4,5,4,5,3,5,4,78,81.0
,2,3,5,4,3,4,4,0,0.0
,4,2,2,2,4,2,5,0,0.0
,4,4,4,4,3,4,4,9,6.0
,4,4,5,4,3,4,3,41,50.0
,2,2,3,2,3,4,1,0,0.0
,4,2,2,2,4,2,2,0,0.0
,1,4,4,4,4,4,4,43,42.0
,1,5,5,5,5,5,1,0,0.0
,1,1,2,4,4,3,1,43,44.0
,4,5,5,5,5,5,5,0,12.0
,4,5,5,5,5,5,3,3,2.0
,0,1,1,3,2,4,3,91,85.0
,2,1,3,3,2,4,2,38,29.0
,3,4,5,5,4,5,1,7,5.0
,2,4,4,4,4,4,2,9,47.0
,2,3,3,5,3,5,4,0,0.0
,2,2,4,4,2,3,3,0,0.0
,4,4,3,5,5,4,3,0,0.0
,4,5,5,5,5,5,3,105,93.0
,1,3,4,4,5,5,5,0,0.0
,2,2,2,2,4,2,3,5,0.0
,2,3,1,3,4,3,4,14,5.0
,1,3,1,4,2,4,4,0,0.0
,4,3,4,3,3,3,5,0,0.0
,1,3,1,3,1,3,1,2,8.0
,1,4,4,3,1,4,1,21,21.0
,1,1,1,3,1,4,2,0,0.0
,5,4,4,4,4,4,4,23,0.0
,2,5,4,5,4,5,3,0,0.0
,2,2,3,3,2,1,2,210,207.0
,5,4,3,5,5,5,5,178,145.0
,4,3,2,2,1,4,4,39,28.0
,4,1,4,2,1,3,5,1,6.0
,4,4,4,5,4,5,4,6,3.0
,5,5,5,5,4,5,4,9,0.0
,3,1,1,1,2,1,3,0,0.0
,5,5,4,2,3,2,5,0,0.0
,2,3,3,5,3,5,1,81,88.0
,4,4,5,4,2,3,4,0,11.0
,4,5,4,5,4,5,4,2,0.0
,3,3,3,3,1,3,4,0,3.0
,4,4,3,2,4,1,4,170,149.0
,2,2,5,4,1,4,2,0,0.0
,4,5,4,5,5,5,5,69,70.0
,2,4,2,3,3,3,5,0,0.0
,5,2,4,1,1,2,5,0,0.0
,4,1,1,1,4,1,4,0,6.0
,4,3,3,3,1,3,2,95,81.0
,5,1,4,1,4,1,4,0,0.0
,5,4,5,4,3,4,4,0,2.0
,2,2,1,3,4,3,1,0,0.0
,3,4,2,4,3,4,3,0,0.0
,4,3,3,3,1,3,3,80,69.0
,3,5,1,2,3,5,3,3,0.0
,4,1,1,3,1,4,2,0,0.0
,3,2,5,4,2,1,1,0,0.0
,4,1,1,1,4,1,3,0,0.0
,1,5,2,4,5,4,1,0,0.0
,2,4,4,2,1,3,3,9,0.0
,4,5,2,5,5,5,3,0,0.0
,3,4,4,4,2,4,3,0,0.0
,4,3,1,3,4,4,2,0,0.0
,5,4,5,4,3,4,5,0,0.0
,3,4,2,4,1,3,4,15,0.0
,3,4,4,4,1,4,3,0,0.0
,5,4,2,4,4,4,4,0,0.0
,3,1,1,3,3,3,5,0,10.0
,1,4,4,4,4,4,1,65,61.0
,3,3,2,4,5,5,2,0,0.0
,1,1,3,4,2,4,4,27,65.0
,4,5,5,5,5,5,4,17,3.0
,4,5,4,3,5,5,2,0,6.0
,1,4,4,4,1,4,1,0,0.0
,3,5,2,4,4,4,4,0,0.0
,4,3,5,1,5,2,2,8,0.0
,5,5,4,5,4,5,5,0,0.0
,4,2,1,4,1,3,4,26,16.0
,2,1,2,3,2,4,5,16,10.0
,2,5,2,4,4,5,5,101,93.0
,4,3,2,4,4,4,3,0,0.0
,4,1,3,4,2,3,2,41,27.0
,2,4,2,4,3,4,5,57,52.0
,4,5,5,5,3,5,3,0,0.0
,3,2,2,2,1,2,4,0,0.0
,5,4,5,5,4,4,4,0,0.0
,2,4,4,4,2,4,2,165,155.0
,3,2,1,4,4,4,5,26,18.0
,2,1,1,4,2,4,4,0,4.0
,2,4,4,4,4,5,1,0,0.0
,3,4,5,4,2,3,3,0,0.0
,4,4,2,4,3,4,1,0,0.0
,3,3,1,4,3,3,2,0,7.0
,2,3,2,5,4,4,1,0,1.0
,3,3,3,5,3,4,4,0,0.0
,2,1,4,4,2,3,1,0,0.0
,4,4,4,4,4,4,4,5,0.0
,3,4,2,3,1,3,3,0,0.0
,4,4,4,4,4,4,4,3,5.0
,1,3,4,3,1,3,3,0,0.0
,4,4,4,4,5,4,4,44,23.0
,4,5,5,4,4,5,4,0,0.0
,1,4,5,2,1,3,1,0,0.0
,4,5,5,5,5,5,3,27,22.0
,4,5,4,5,3,5,2,0,12.0
,5,2,4,3,1,4,4,0,0.0
,5,5,5,5,3,5,4,0,0.0
,4,5,3,4,3,4,4,0,0.0
,2,4,2,3,2,2,1,95,85.0
,3,3,1,3,2,3,2,27,23.0
,4,4,4,4,4,4,3,0,1.0
,5,4,4,4,4,4,5,0,0.0
,5,5,3,4,4,5,5,14,0.0
,5,4,2,5,4,1,5,0,0.0
,4,1,4,2,4,3,4,0,0.0
,3,3,3,3,1,3,3,0,0.0
,4,5,5,5,4,5,5,0,0.0
,0,5,2,4,4,4,2,7,11.0
,5,4,4,4,3,4,4,0,0.0
,5,5,5,5,4,5,5,5,3.0
,3,4,5,3,2,4,5,0,0.0
,2,4,2,5,4,4,5,0,0.0
,4,4,1,4,4,3,5,75,84.0
,2,3,3,4,3,3,2,0,0.0
,3,3,4,5,3,5,3,4,6.0
,5,2,2,4,2,2,5,0,0.0
,1,4,4,4,2,4,3,1,6.0
,1,3,5,4,3,4,5,63,65.0
,4,3,3,4,5,4,4,5,3.0
,2,1,3,4,4,4,5,8,0.0
,2,1,3,3,4,3,2,0,0.0
,1,5,5,5,4,5,3,0,0.0
,4,5,4,4,4,5,3,0,0.0
,5,5,4,5,4,5,4,2,0.0
,5,5,5,5,5,5,5,1,0.0
,4,1,2,3,1,4,4,0,0.0
,0,3,4,4,4,4,4,0,0.0
,1,2,1,1,2,3,2,0,0.0
,5,5,2,5,5,4,2,0,0.0
,4,4,4,4,4,4,3,3,0.0
,1,4,4,4,2,4,3,28,57.0
,3,4,4,4,5,5,3,0,0.0
,2,4,1,4,3,4,3,20,3.0
,3,3,3,2,4,3,3,0,0.0
,4,3,3,3,5,3,5,0,0.0
,5,5,4,3,2,3,5,0,0.0
,3,4,0,4,4,4,1,5,0.0
,3,2,2,2,4,2,3,14,33.0
,2,5,5,5,3,5,4,30,29.0
,4,3,1,2,2,2,5,0,0.0
,4,1,2,3,3,1,1,73,75.0
,3,4,4,4,4,4,3,0,0.0
,4,4,5,4,3,4,4,0,4.0
,4,4,5,5,4,5,4,1,0.0
,4,5,5,5,3,5,3,0,0.0
,4,4,2,3,4,4,3,0,9.0
,5,5,5,5,4,5,4,14,14.0
,4,5,5,5,3,5,5,9,0.0
,4,1,4,3,5,5,1,0,0.0
,3,4,3,4,4,4,5,11,0.0
,1,5,1,1,4,3,3,0,7.0
,0,4,2,1,4,4,1,0,2.0
,4,4,4,4,3,4,3,0,0.0
,3,1,3,1,2,2,2,0,0.0
,2,4,3,4,1,4,3,14,23.0
,4,4,4,4,4,4,3,0,0.0
,4,1,3,1,4,1,5,50,32.0
,2,1,1,1,2,1,1,32,27.0
,3,3,1,4,4,3,1,0,0.0
,2,4,4,4,3,4,5,0,4.0
,5,4,4,4,4,4,5,0,0.0
,4,1,5,3,4,4,4,7,11.0
,4,3,3,2,3,3,4,8,0.0
,5,4,4,4,5,4,3,94,70.0
,5,1,4,1,2,4,5,0,0.0
,4,3,2,4,1,3,4,0,0.0
,4,4,4,4,5,4,5,0,0.0
